"X","Y"
15.0251889135689,-31.1478377284889
-94.2066533491015,148.681120069848
-12.888852134347,3.31648842667763
-52.077304199338,54.9223096614504
40.5765674542636,-26.6370392293405
71.8716545961797,-120.83782372454
-88.4679592214525,101.003627307622
45.6348088569939,-47.4966263126956
-50.8800556883216,87.0158359876847
-35.8340148814023,72.2345670575028
-24.2847792804241,31.8596653449523
-54.9066478386521,34.249946373686
-7.0064362604171,-29.0563836512208
95.1516577508301,-158.638356175978
-33.4276006091386,28.3153929093949
-45.4399417620152,27.4263303391316
-56.4585322979838,50.7636457618666
47.4654183723032,-53.0265510780268
34.9155678413808,-68.1003001793463
0.802697008475661,-72.3287706522419
79.2871308047324,-103.774880179221
-81.1182596720755,122.83019959558
-9.25602912902832,52.3908636030335
-99.2366170044988,122.782962875663
6.14635292440653,14.9594515733009
-76.1619198136032,75.9237121532317
40.5133662279695,-79.0169484806053
-92.8849733900279,126.354445083924
53.2924253027886,-55.8042246954135
-1.42175969667733,-26.1326234177474
-49.7251432854682,51.6888600944497
-80.781357595697,106.804781494685
-4.92892367765307,-16.2778553640625
12.6881723757833,-7.27061353676977
-35.4048891924322,36.6617226263202
41.1156117450446,-82.9025610458609
20.1980290003121,-1.03603165172618
25.3493184223771,-11.4812526806578
4.37588095664978,-7.37739899085193
-54.5704670250416,36.8972039739548
-77.8764265589416,143.84052187165
94.3791686091572,-120.848190960997
-70.3524517361075,124.72479196641
-99.4548367802054,172.183312072743
-82.9299563076347,92.6840697649143
69.4578932132572,-86.8265057026644
-33.8290879037231,23.8531380575051
-70.2825256623328,84.6551813700132
-17.7020056173205,36.8189877524799
76.7545163631439,-102.964395472082
-86.447167955339,101.173387317869
-45.3884870745242,19.7759341786797
-61.4214505534619,69.5732614671021
74.8516872059554,-86.6914564931224
82.6404893305153,-84.5039448635885
82.6049312483519,-86.4842898291474
-53.5148946102709,49.7047328930372
-77.5659812614322,69.7531510523926
15.2059028856456,-66.03582908071
27.5877896230668,-31.877613953424
-88.4134617634118,122.083329996813
-11.7694605141878,12.027460779753
-96.4838281739503,101.598977756503
62.4258606694639,-89.6749741801624
62.4550790991634,-97.9570827373454
59.2035395558923,-96.0227586971141
18.432336486876,-4.94558771192161
99.6710356790572,-107.774129548513
-54.6791878063232,88.8194721250459
10.7469477225095,0.0161929379302563
-34.7938306163996,25.8972441841754
46.1558318696916,-117.694440291214
90.3567603323609,-83.5430610066555
-40.0249837897718,61.8954623129861
84.2658898793161,-143.901509325821
3.01412185654044,-35.3175561375515
-84.4781931955367,110.153441877936
34.639738406986,-42.806190213762
-35.7250052504241,48.9604182225995
-24.7453437186778,-3.12949056233594
76.0846261400729,-106.269232575347
-9.67100257985294,25.9208562019841
-10.7681550085545,9.77013035711722
-75.2229531295598,121.04956905019
-8.59827026724815,32.1125186897249
17.5195579882711,-39.9632520425779
-84.3718406744301,158.407530656436
-16.7104429099709,27.5394353012575
87.4993790872395,-111.912928550094
43.4301688801497,-35.4288478680099
-53.4710661508143,40.6061625737688
-29.8232353292406,32.6463714718701
48.5175743233413,-85.3017144491399
-98.1657154392451,120.102321307713
-72.5499209947884,50.0830193846641
-69.9341388419271,71.5924574629688
29.8062749672681,-36.4238671043047
39.6460859104991,-89.534483179355
92.2433062456548,-128.039146848637
-99.090223480016,149.720277660435
17.423197766766,-31.2406236522983
57.364270510152,-54.3768773971885
53.1658662483096,-48.6566852756212
63.8134126085788,-52.1548179386658
-56.2568665482104,54.4076367463796
75.217361189425,-87.8907126178229
-13.3801108691841,5.10072461877345
-96.8712215311825,80.9185012681615
-64.8179253097624,58.5669261819206
-58.6981799919158,98.4792847359306
69.5968450047076,-78.178480448258
-29.2008240241557,15.0341566816865
-24.6593627613038,32.0812144752697
-62.0037204585969,77.268808569938
86.8987321853638,-114.388645413854
92.4646545667201,-79.7361387449868
77.1944954525679,-136.624609129428
93.5106339864433,-136.688987610837
-34.280064702034,69.749772898204
15.6710741575807,-9.48839817286128
83.0700414255261,-95.8823036354537
-99.8056429438293,186.150108823421
29.9643136095256,-39.9539567167918
74.9634767882526,-92.0001355591793
10.9475505538285,15.3928600977676
-70.9431053139269,149.839510357852
-83.6220869794488,105.384282991903
-31.4177299849689,33.6827365122281
-66.566874878481,96.3333561325753
80.0913679879159,-147.051438794169
66.4252873510122,-110.748651546313
-11.5210644900799,9.2053444063473
-84.4046806450933,77.2711778772912
-10.2479690685868,12.389783166022
17.3360048327595,-63.8494767926439
72.587385866791,-112.117384317016
-49.545324081555,58.8958579695503
58.4797675255686,-59.8856017078485
6.93344264291227,41.1012734149548
-34.0216467157006,17.9254223005415
-44.0877640154213,12.7232481825549
-38.576013315469,111.039354375973
-11.354551371187,35.7984622777944
71.5370339807123,-80.4257403153648
-78.4669789019972,84.7662741587079
-73.8191836047918,103.312241028191
52.5656472425908,-49.5121740293782
83.593722153455,-85.6529030295554
72.2859202418476,-112.692573891194
-83.1193943042308,131.952216457079
36.4585481118411,-67.3451539447726
99.7168818954378,-134.128922645843
64.4002471119165,-105.525897778083
28.6927123554051,-41.3899502232183
44.7739876341075,-52.8551102133561
78.1858493108302,-110.395216288627
7.58035881444812,-19.413707345328
52.9826425947249,-98.1010405696044
1.76320876926184,-20.2188807480188
-37.3371601570398,45.152968744821
43.2685024105012,-37.5174300245795
-98.3815728221089,123.295368995802
-0.165501749143004,11.0594985369771
-57.0781369693577,89.1096598559783
-17.0846592169255,12.379846123775
-61.9909028988332,75.7093552936743
31.0116711072624,-124.729682623431
19.400009419769,12.0022775928316
-87.5990653876215,79.9695641269966
-11.2902724649757,37.1010880535794
21.8894615303725,-16.6561592685453
34.6700822003186,-41.0771063386674
-42.8857709746808,51.2889192339617
93.091943860054,-186.821990697264
76.792982313782,-62.7909462630907
12.1155585162342,-11.4152155761347
23.3465156983584,-73.1225328455825
16.0081744194031,-36.4538917048274
-97.9851271491498,102.474395880535
-88.6747801676393,145.036802912364
67.6993011962622,-120.782037892385
93.8142456114292,-136.883539958267
11.5725089330226,31.9665137793626
79.1549913119525,-107.477875407437
-7.07792728208005,-9.51318875456116
53.942661639303,-67.534088377466
-89.2986666876823,141.990886465413
-88.412121264264,91.5578882124965
21.3225354906172,-45.7480384560719
29.1732171550393,-9.49884425791005
98.5051107127219,-125.787540144065
47.7245330810547,-57.6449697511432
-49.6877386234701,66.407040037324
18.7618300784379,-73.5372894996138
-12.1684173122048,28.0719062522426
-40.5293405987322,58.2860284705867
50.5895102862269,-114.483948594065
58.5685395170003,-50.4987113899982
-40.1776581071317,75.1475428416837
59.5233667641878,-79.4251875573695
-26.6026379074901,17.9438717333018
52.5788099505007,-78.1478773613885
-35.3908205870539,39.0059795017548
-12.45924429968,0.344661634689274
70.8621203433722,-119.059352733329
-22.3244858440012,26.3539936173987
-84.5966360066086,106.163384091243
15.0292841717601,-46.5181699113593
71.2711720261723,-137.421316914426
-68.9389016479254,79.9238885645819
92.2697964124382,-112.874635166608
-18.623887328431,12.4048795757823
-0.937585765495896,47.7332902734455
45.9979253821075,-89.5789605401476
37.2757464647293,-40.1837692652696
-13.5601282119751,32.7627749873122
-17.7644875831902,17.7229445198188
-22.4001679569483,43.1956435681576
-26.0674270801246,29.6767075416782
-34.2474990990013,119.338881652881
37.1280984021723,-77.3960811956442
88.5472694877535,-75.9211870563512
44.6344591211528,-67.4709107412893
-38.3103264961392,68.8235295653063
-70.2217292040586,65.8784458272968
-56.6941345576197,15.5893749633887
85.2932574693114,-124.646198737891
-41.3802284747362,29.2685635186878
-6.68238303624094,5.7735484247044
63.5610687546432,-102.310918090264
-4.66178981587291,10.3432589770343
67.2628840431571,-100.633835610672
-34.1887975111604,8.89419911191357
-33.0113266594708,36.67503791853
66.7253029532731,-76.563209347128
79.8870416358113,-127.870032760646
-46.0833685006946,33.7047174993753
63.0526909604669,-91.5565674080517
22.8102131746709,-41.0124325640895
-22.2625194583088,34.7664596484979
